title,imdbId,tmdbId
Father There Is Only One 2 (2020),11506284,668742
Second Chances (2010),1491043,111039
The Legend of The Five (2020),9010360,635146
A Babysitter's Guide to Monster Hunting (2020),4844150,624963
Troll: The Tale of a Tail (2018),6469892,475351
Ginny Weds Sunny (2020),10543680,744676
Moonlit Winter (2019),11311974,578209
The Witches (2020),0805647,531219
Haré Rama Haré Krishna (1971),0067183,114433
Raspberry Magic (2010),1339488,276022
Spookley the Square Pumpkin (2004),0426581,54408
Street Dreams (2009),0838241,50417
Frogs! (1991),0315609,319296
Eleanor's Secret (2009),1429430,47353
Brave New Girl (2004),0403118,34099
The SpongeBob Movie: Sponge on the Run (2020),4823776,400160
Poly (2020),11060092,659943
Za humny je drak (1983),0086627,149504
Super Bear (2019),9074406,580461
Scooby-Doo! Haunted Holidays (2012),3328510,245881
Noah (1998),0158828,210664
Cool Cat Kids Superhero (2018),7281994,472299
Jungle Shuffle (2014),2722786,283671
"Ico, the Brave Horse (1987)",0269358,65928
"Calamity, a Childhood of Martha Jane Cannary (2020)",9719864,587311
Next Door Spy (2017),5966350,459556
Fritzi: A Revolutionary Tale (2019),9805160,586943
Christmas Break-In (2019),8244578,566494
Happy Halloween Scooby-Doo! (2020),12838958,721656
Operation Christmas Drop (2020),13236566,738646
Mail To The Chief (2000),0197655,6558
Mickey’s 90th Spectacular (2018),8839988,559250
Weirdos (2016),5058014,410191
How I Married My High School Crush (2007),1002439,136357
Tom's Midnight Garden (1999),0146315,77945
Caillou's Holiday Movie (2003),0760233,48379
Lost in Africa (2010),1686063,68254
The Snow Queen: Mirror Lands (2018),8255452,564145
Silver Wolf (1999),0158221,85951
The Amazing Wiplala (2014),3066886,297963
Koko and the Ghosts (2011),1897949,114363
The Mysterious Boy (2013),2776882,226654
Call Me Mrs. Miracle (2010),1708459,78059
Ramji Londonwaley (2005),0476848,258688
PAW Patrol: Jet to the Rescue (2020),13107908,743439
Dhenikaina Ready (2012),2393775,171384
Super Monsters: Day of the Monsters (2020),13071202,751562
The Magic Pudding (2000),0163080,34037
"The Author, The Star, and The Keeper (2020)",9422682,738823
The Long Way Home (1998),0143436,111693
The Princess Switch: Switched Again (2020),11199410,643882
Jingle Jangle: A Christmas Journey (2020),7736496,622855
The Christmas Miracle of Jonathan Toomey (2007),0498361,15964
Spy Cat (2019),5746054,509733
Alien Xmas (2020),11332750,656561
All Good Things (2019),7449274,619141
"Curious George: Go West, Go Wild (2020)",13071908,743904
The Blue Umbrella (2005),0457802,46379
Shark Bait (2006),0820142,19595
In Between Seasons (2018),6165466,418426
The Lego Star Wars Holiday Special (2020),12885438,732670
The Wind in the Willows (1949),0042044,125244
Elena and the Secret of Avalor (2016),6082228,427143
The Christmas Chronicles: Part Two (2020),11057644,654028
Cats: The Movie! (2008),0842000,73236
A Godwink Christmas (2018),8974850,549313
Sesame Street: Elmo's Christmas Countdown (2007),1077081,310524
Dolly Parton's Christmas on the Square (2020),10627548,747349
Grandpa's Great Escape (2018),7410922,495737
Peter in Magicland (1990),0100356,62892
The Fixies: Top Secret (2017),6106526,483165
Hatley High (2003),0340149,16223
The Rocket (2018),5181834,500404
Christmas in Canaan (2009),1410013,144253
Surly Squirrel (2005),0482608,346622
The Farmer and the Belle: Saving Santaland (2020),7756084,759872
The Charlatan (2005),2266829,482813
The Guest (2008),6396378,582994
Kristin's Christmas Past (2013),3043594,239347
We Can Be Heroes (2021),10600398,615677
Tomka and His Friends (1977),0295730,263014
One Crazy Cruise (2015),4058572,345363
Frank (2007),0795383,28945
Compressed Hare (1961),0054760,106929
Godmothered (2020),11681250,662546
Just Another Christmas (2020),13354204,755339
"""Live in Front of a Studio Audience: """"All in the Family"""" and """"Good Times"""" (2019)""",10763486,657148
De Familie Claus (2020),12459520,767896
Mitron (2018),8852558,547768
Freedom Force (2012),1893371,126565
All Roads Lead Home (2008),0821810,15922
From All of Us to All of You (1958),0908282,150067
Ice Dreams (2009),1299366,123883
Spookley and the Christmas Kittens (2019),13445242,653881
Bobbleheads: The Movie (2020),13292206,754433
A Christmas Gift from Bob (2020),9564270,673737
Hocus Pocus 25th Anniversary Halloween Bash (2018),9159182,555032
The Dot (2004),0448441,230637
Touched (2014),3824296,315140
Frosty Returns (1992),0106973,28042
Scooby-Doo! Winter WonderDog (2002),5896802,260825
"Olive, the Other Reindeer (1999)",0227173,13379
Outlaw Trail: The Treasure of Butch Cassidy (2006),0485956,121298
Barbie Dreamtopia: Festival of Fun (2017),7069740,481583
Loop (2020),9536836,574089
10 Days Without Mum (2020),10251538,605735
The Story of Lovers Rock (2011),2149221,113089
From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1995),0113126,108249
Safety (2020),10649016,727306
Miracle on 34th Street (1973),0070395,252539
Mark & Russell's Wild Ride (2015),5159204,370949
Mr. Rice's Secret (2000),0166601,81743
H.E. Double Hockey Sticks (1999),0195761,126935
Yogi's First Christmas (1980),0199161,45851
International Velvet (1978),0077743,42207
The Three Wise Men (2020),13319946,765746
Christy: Santa's First Female Reindeer (1996),4064994,374073
Star in the Night (1945),0038115,150604
My Name Is Kozha (1963),1804605,463826
Canvas (2020),9711282,770922
Beyond Puppy Love (2008),1239257,142228
Possums (1998),0145404,83733
A Wrestling Christmas Miracle (2020),11702278,768167
Looking Up (2019),10195210,603765
Get Santa (2016),5822838,416364
The Snowman and The Snowdog (2012),2560206,185025
An Old Fashioned Thanksgiving (2008),1217590,24364
Growing Up (1983),0085695,176656
Star Wars Rebels: Spark of Rebellion (2014),3816564,287663
The Famous Five (2012),1954464,80714
The Famous Five 2 (2013),2324730,175806
The Famous Five 3 (2014),3073378,249053
The Famous Five 4 (2015),4151250,321620
Illumination Presents: Minions Holiday Special (2020),13457952,764079
You Are My Home (2020),6693156,750276
Elliot: The Littlest Reindeer (2018),4177856,455842
Truth or Dare (1997),0120061,77345
Christmas in Evergreen: Letters to Santa (2018),9033634,550025
The Snow Maiden (1952),0045160,89617
Too Cool for Christmas (2004),0431438,66106
Puppy Star Christmas (2018),8861786,563355
Marona's Fantastic Tale (2020),6785292,568381
Les As de la jungle 2 - Le trésor du Vieux Jim (2014),3992768,289091
Treehouse Hostage (1999),0165994,258574
Just in Time (1997),0119433,324824
K-9 World Cup (2015),4633738,331983
Nessie & Me (2016),5442626,412432
The Last Straw (2014),3722420,309768
Pants on Fire (2014),3826338,304441
"Love, Kennedy (2017)",6261048,462996
Suits on the Loose (2005),0405357,125720
Gordon B. Hinckley: A Giant Among Men (2008),1332015,37199
Beethoven's 4th (2001),0294345,24478
The Legend of Hallowaiian (2018),7615722,523604
Merlin: The Return (2000),0193318,53105
Ernest Goes to Splash Mountain (1989),0238206,263387
The Wiggles: Cold Spaghetti Western (2004),0459600,20098
The Wiggles: Wiggly Safari (2002),0376987,25457
Sesame Street: The Best of Elmo (1994),0182784,272064
Sesame Street: The Best of Elmo 2 (2010),1786686,273124
Mully (2015),3379352,365128
Sesame Street: Elmo's Potty Time (2006),1010006,209074
"Grandma, a Thousand Times (2011)",1811329,61657
Zombie Bro (2020),5852314,629540
A Christmas Hero (2020),10399114,757972
Mariah Carey's Magical Christmas Special (2020),13017992,766319
Disneyland's 35th Anniversary Special (1990),0837115,564784
Polly Pocket: Polly World (2006),0918555,693089
A Carol Christmas (2003),0381942,72853
Dr. Seuss' The Grinch Musical (2020),13437728,762951
A Painted House (2003),0362001,46317
Ivan the Incredible (2012),2322457,132313
Legends of Valhalla: Thor (2011),1241721,106631
Cats & Dogs,5171166,659167
Mobile (2010),1664705,62359
Yakari (2020),11125636,670497
Lucky Dog (2014),3149360,361125
Gabe the Cupid Dog (2012),2147293,126786
Once Upon a Snowman (2020),13061790,741074
"Dans une galaxie près de chez vous, le film (2004)",0385635,60222
A Christmas Wedding (2006),0486292,42559
Dory's Reef Cam (2020),13496400,777350
A Rugrats Chanukah (1996),1159155,721820
A Holiday Pageant at Home (1901),0231733,231757
Stand by Me (2018),8383596,510007
The Homecoming: A Christmas Story (1971),0067209,56308
A Wedding on Walton's Mountain (1982),0084895,541590
Mother's Day on Walton's Mountain (1982),0084360,644687
A Walton Easter (1997),0120476,335876
WWJD: What Would Jesus Do? The Journey Continues (2015),4123718,329995
A Christmas Love (2020),13428892,775440
The Hasty Hare (1952),0044692,84587
Off Season (2001),0287603,83394
A Country Christmas (2013),2098799,249033
Dragon Rider (2020),7080422,523366
The Little Prince and the Eight-Headed Dragon (1963),0057669,84480
Firebreather (2010),1782440,50337
A Little Princess (2019),11414492,575722
The Snow Queen's Revenge (1996),0348059,150347
The Snow Queen (1995),0348060,150342
Finding 'Ohana (2021),10332588,644092
The Ruby Princess Runs Away (2001),0304649,331338
Raya and the Last Dragon (2021),5109280,527774
Wolf Tracer's Dinosaur Island (2004),0426315,430981
Coming 2 America (2021),6802400,484718
Muhammad: The Last Prophet (2002),0430377,45904
The First Supper (2019),10633612,619603
Lucky Christmas (2011),2039366,81421
Christmas in Cartoontown (1996),0122019,326984
Burrow (2020),13167288,747059
Earwig and the Witch (2020),12441478,683127
Muramba (2017),7155460,497027
Move the Grave (2020),10410604,597105
Hans Röckle and the Devil (1974),0071595,13301
The Ghosts of Buxley Hall (1980),0080788,334672
Shred: The Story of Asher Bradshaw (2013),2415890,538361
To: Gerard (2020),11952320,680941
The Ghosts of Dickens' Past (1998),0174683,352495
Keeping Fit (1942),0034937,514520
The Disney Family Singalong: Volume II (2020),12249388,702920
The Star Prince (1918),0190038,402478
"Santa, Baby! (2001)",0358103,315906
Life After All (2003),0357290,342547
Entertaining Christmas (2018),9028872,550034
Summer's Shadow (2014),2955186,263978
Double Dad (2021),11821818,773998
4:0 Tanechka Ahead (1982),0083512,65555
Time Out (2015),4396648,373016
The Year I Did Nothing (2019),8766510,603210
Lamp Life (2020),10167262,594530
Just for the Summer (2020),10998174,690483
Summer of Dreams (2016),6008686,411082
Our Time Machine (2019),9099176,597614
It Goes There: Degrassi's Most Talked About Moments (2015),4921640,593218
The Disney Family Singalong (2020),12131604,694040
Disney Parks Presents: A Descendants Magical Holiday Celebration (2016),6378076,509423
The Lion of Judah (2011),1212022,46256
The Dog Who Saved Christmas Vacation (2010),1691012,52268
A Mermaid's Tale (2017),4286432,455546
The Octopuses from the Second Floor (1986),0090834,573076
Tom & Jerry (2021),1361336,587807
Little Big Women (2020),12397078,739269
Elephant Kingdom (2016),5890998,415275
For Love's Sake (2013),2716576,310487
The Adventures of Young Indiana Jones: Travels with Father (1996),0154003,222041
The Greatest Store In The World (1999),0205983,23105
Flora & Ulysses (2021),8521736,621876
Sethum Aayiram Pon (2019),8976418,688368
Belaseshe (2015),4658770,400655
Apur Panchali (2014),3438252,269561
Posto (2017),6789386,490229
Mukherjee Dar Bou (2019),10034272,617450
Gotro (2019),10541028,626939
Peter Pan (1976),0073533,535321
Mandie and the Secret Tunnel (2009),1132286,53289
Rainbow Brite and the Star Stealer (1985),0089877,47296
Tribhanga (2021),11102314,744991
Wind (2019),9536850,574091
Simon's Got a Gift (2020),6487174,616461
The Treasure Seekers (1996),0117957,69281
The Easter Promise (1975),0308203,334405
DreamWorks Home: For the Holidays (2017),7713204,490156
Mystery of the Kingdom of God (2021),13434692,800213
Yes Day (2021),8521876,638597
The Monster at the End of This Story (2020),13309726,755433
The App That Stole Christmas (2020),11378154,766333
Savage Raghda (2018),8898498,546922
Xico's Journey (2020),12481806,749618
Tomáš and the Falcon King (2000),0234058,137892
Kung Fu Magoo (2010),1186365,71797
A Fairly Odd Summer (2014),3149536,282728
My Dad's a Soccer Mom (2014),3794422,289229
In Search of the Wow Wow Wibble Woggle Wazzie Woodle Woo (1985),0312805,249027
Sting (2007),1245763,367751
Before Your Time (2017),7627790,490499
A Lobster Tale (2006),0474865,70749
Scooby-Doo! The Sword and the Scoob (2021),13676256,682254
Wizards On Deck with Hannah Montana (2009),2014400,77974
Soccer Mom (2008),1059980,25432
Duck Village (1976),0074396,150236
VeggieTales: It's a Meaningful Life (2010),1817784,261411
Rugrats: All Growed Up (2001),0290281,55289
I Heart Shakey (2012),1684225,111023
Chihuahua Too! (2013),3205094,215556
The Tiger Who Came To Tea (2019),8010354,644120
Doggie Boogie - Get Your Grrr On! (2012),1795588,132062
The Wild Soccer Bunch (2003),0376990,10755
The Wild Soccer Bunch 2 (2005),0418325,8344
The Crocodiles: All for One (2011),1692503,53136
The Crocodiles Strike Back (2010),1473352,36085
The Munsters' Scary Little Christmas (1996),0117109,28559
Mister Twister Goes Camping (2013),3037342,230214
Mister Twister: Class of Fun (2012),2234275,140228
Ace Wonder (2014),1669768,273915
The Crocodiles (2009),0803100,12137
Tom and Huck (2012),2200376,126897
Full-Court Miracle (2003),0382142,158265
The Little Gangster (2015),3845822,332349
Wish Dragon (2021),5562070,550205
The Wild Soccer Bunch 3 (2006),0764283,51609
Twinkle All the Way (2019),10964168,627470
Wild Kratts: A Creature Christmas (2015),6306564,568907
Care Bears: Big Wish Movie (2005),0472221,19018
A Week Away (2021),11388278,699102
Isi Life Mein (2010),1781838,52899
The Girl Who Believes in Miracles (2021),9098454,805195
Kim Possible: The Secret Files (2003),0380481,23617
Peter Rabbit 2: The Runaway (2021),8376234,522478
The Adventures of Young Indiana Jones: Treasure of the Peacock's Eye (1995),0115031,222062
Dennis the Menace Strikes Again! (1998),0129868,45242
Tora-san of Goto (2016),5912300,485228
A Dog Named Christmas (2009),1519929,31143
Road to Christmas (2018),8732914,550017
Beutolomäus und der geheime Weihnachtswunsch (2006),0838251,284862
Tainá 2 - A New Amazon Adventure (2004),0383001,51186
iParty with Victorious (2011),1857596,627394
When Angels Come to Town (2004),0438580,205868
Mermaid (2000),0239625,109926
Mission Possible (2018),5918136,548164
A Christmas Adventure ...From a Book Called Wisely's Tales (2001),0293783,80409
The Boys of Paul Street (1969),0062164,41064
Operasjon mumie (2019),8970198,619706
The Jensen Project (2010),1678053,42897
Chillar Party (2011),1841542,69891
Moonbird (1959),0053080,71255
Superbror (2009),1285313,43032
"Don't Be Afraid, I'm with You (1981)",0175948,160984
Cool Cat Fights Coronavirus (2021),13565672,813756
Easter Land (2019),9078564,589811
The Retrievers (2001),0284431,55181
Klara (2010),1638275,47984
Christmas for a Dollar (2013),3003470,209284
Storm (2009),1499685,50548
A Smile as Big as the Moon (2012),2100380,86290
Nuvvu Naaku Nachav (2001),0311594,82255
Just Like Dad (1995),0113502,107947
"Sincerely, Yours, Truly (2020)",10372548,661901
The Day My Kid Went Punk (1987),0343579,191537
Arlo the Alligator Boy (2021),13454122,763568
Cove (2012),10575082,335680
Titanic: The Legend Goes On... (2000),0330994,71235
The Lost & Found Family (2009),1474897,55057
Go Back (2021),10376384,716854
The Prayer Box (2018),7786540,560766
Winx Club: The Secret of the Lost Kingdom (2007),1206585,80797
Passing Summer (2018),9174120,546592
Out of the Woods (2005),0420818,81757
The Sand Castle (1977),0075847,148514
Cool Cat Stops Bullying (2012),2274238,405547
Cool Cat Finds a Gun (2013),2808810,405544
Cool Cat in the Hollywood Parade (2012),2507266,405548
Precious Life (2011),1672614,45703
Luca (2021),12801262,508943
22 vs. Earth (2021),14499632,811367
Emil and the Detectives (1954),0046954,4544
Anuradha (1960),0137362,82119
Anupama (1966),0137361,209943
Boot Polish (1954),0046799,33544
How to Steal a Dog (2014),3812402,282153
Too Far Away (2019),9382140,641373
The Asadas! (2020),9860350,586393
The Little Mermaid (1976),0074846,74873
The Christmas Calendar (2017),6478538,488262
Fastest with the Mostest (1960),0053815,234762
The Great Indian Kitchen (2021),13299890,786064
The Good Witch's Destiny (2013),2273024,638186
An American Girl Story - Melody 1963: Love Has to Win (2016),6000818,421852
A Little Inside (2002),0256150,64136
June & Kopi (2021),13728764,780632
Child Star: The Shirley Temple Story (2001),0233274,70468
Father and Scout (1994),0109778,84484
The Garbage Picking Field Goal Kicking Philadelphia Phenomenon (1998),0142306,328661
Big Time Christmas (2010),1735522,778474
Zoey 101: Spring Break-Up (2006),2102477,592457
Timecrafters: The Treasure of Pirates Cove (2020),3143606,657032
Confetti (2020),7534810,569916
DC Super Hero Girls: Super Hero High (2016),5779638,403333
Golden Winter (2012),2202750,134671
Hugo and Josephine (1967),0061793,115527
Curious Alice (1971),2136855,211000
So Much for So Little (1949),0041891,140693
The Scary House (2020),9654108,735595
Courting Mom and Dad (2021),11907624,795074
The Secret of the Iron Door (1970),0066442,149894
Geppetto (2000),0200656,30809
What's Buzzin' Buzzard? (1943),0036527,87231
Batty Baseball (1944),0036631,84665
The Hick Chick (1946),0038599,87210
Garden Gopher (1950),0042497,84883
The Peachy Cobbler (1950),0042836,87212
The Cat That Hated People (1948),0040218,87200
The Counterfeit Cat (1949),0041262,187320
Droopy's Double Trouble (1951),0043480,84757
One Cab's Family (1952),0044996,86747
The Three Little Pups (1953),0046423,87218
Drag-A-Long Droopy (1954),0046930,84755
The Flea Circus (1954),0046983,87209
The First Bad Man (1955),0048074,87206
Breakfast at Dad's (2016),5505334,400216
Saint John Bosco Mission to Love (2004),0416694,122977
Bugs Bunny Gets the Boid (1942),0034554,53974
Haredevil Hare (1948),0040422,83790
Rabbit Every Monday (1951),0043952,236010
Person to Bunny (1960),0054174,234758
From Hare to Heir (1960),0053840,234748
Shishkabugs (1962),0056483,234516
The Million Hare (1963),0057309,234465
The Unmentionables (1963),0057624,234464
(Blooper) Bunny! (1991),0101484,197748
Kiss Shot (1989),0097671,69786
Buffalo Dreams (2005),0430932,161594
Little Vampire (2020),7534136,589972
Dear Dad (2016),5615116,397367
The UnMiracle (2017),3300712,490846
Blue Miracle (2021),7084386,671295
Spirit Untamed (2021),11084896,637693
Food for Feudin' (1950),0042471,74965
My Dog's Christmas Miracle (2011),1811319,79007
Society Dog Show (1939),0031945,67171
Pluto's Surprise Package (1949),0041752,164972
Maggie Simpson in The Force Awakens from Its Nap (2021),14573402,825597
How to Fish (1942),0034873,66884
A Christmas Star (2015),4591840,370071
The Fat Boy Chronicles (2010),1493243,82704
Witnesses (2021),13820428,800247
Hero Mode (2021),10528948,764068
Love in Whitbrooke (2021),14200814,798298
Fatherhood (2021),4733624,607259
From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1973),0070079,115621
Jürgen - Heute wird gelebt (2017),6887148,474050
Maggie Simpson in The Longest Daycare (2012),2175842,116440
Nejlepší přítel (2017),6982626,494642
Christmas Is Here Again (2007),0762148,25758
Howard Lovecraft & the Frozen Kingdom (2016),4768656,409307
Sheep & Wolves: Pig Deal (2019),8761814,518755
The Underdog (2018),7852002,435506
"Dad, I'm Sorry (2021)",13925862,787459
Rock Dog 2: Rock Around the Park (2021),11207240,812204
Antboy 3 (2016),4963830,378932
Miraculous World: Shanghai – The Legend of Ladydragon (2021),12816634,726684
Teen Sorcery (1999),0207783,161159
Only a Miracle (2019),8371238,656757
Buckley's Chance (2021),10350204,813152
"Не бойся, я с тобой! 1919 (2013)",4259404,435213
The Boss Baby: Family Business (2021),6932874,459151
To See the Sea (2014),3041932,268726
Facing the Fat (2009),1039782,451849
Whispers: An Elephant's Tale (2000),0185007,51107
The Boy Who Talked to Badgers (1975),0072728,400400
The House Elf (2019),9875852,576026
Rain in the Sunshine (2013),8454108,273450
Birds Anonymous (1957),0050194,100395
Luminaris (2011),1860278,89461
Plane Daffy (1944),0037180,201652
Pinkfong & Baby Shark's Space Adventure (2019),13836494,649233
Alpha and Omega: The Big Fureeze (2016),6233688,424105
Daisy Quokka: World's Scariest Animal (2021),11482894,778814
Space Jam: A New Legacy (2021),3554046,379686
Crashing Through the Snow (2021),14809392,840372
Myth: A Frozen Tale (2020),11278760,816688
My Girl and I (2005),0488177,13407
Love on the Road (2021),14444018,812056
Kung Fu Mulan (2020),11952874,664345
Charlie & Louise - Das doppelte Lottchen (1994),0106548,10864
Sweet Carolina (2021),14477372,819701
Jungle Cruise (2021),0870154,451048
Journey to the Center of the Earth (2008),1156454,16929
Trollhunters: Rise of the Titans (2021),12851396,730840
The Doctor's Pupil (1983),0086499,14483
"Be My Valentine, Charlie Brown (1975)",0072687,31726
Francis in the Navy (1955),0048092,62742
Phineas and Ferb: Summer Belongs to You! (2010),1706965,466852
My Mr. Wife (2018),8685802,571208
Dragging the Classics: The Brady Bunch (2021),14920388,846721
Peter & Wendy (2015),4051850,371828
Project Pay Day (2021),10487912,801988
Bedevilled Rabbit (1957),0050176,83688
Goat Story With Cheese (2012),2491648,184313
All About My Sister (2020),11493106,654319
Wonder (2019),9129922,634032
Vivo (2021),6338498,449406
CarGo (2017),6680792,460992
The Healing Garden (2021),13031460,814094
A Doggone Christmas (2016),5853124,426789
Ultraman: The Next (2004),0471414,29764
Ultraman Saga (2012),2109245,139717
The Magic Voyage (1992),0103609,110812
Christmas Song (2014),2376246,145343
Ainbo: Spirit of the Amazon (2021),6570098,588921
Joey and Ella (2021),11465676,849877
A Costume for Nicolas (2020),8045396,618748
I'll Remember April (2001),0155754,119349
The Bouquet (2013),2252760,198187
A Dog Named Palma (2021),8396480,583833
Second Chances (2021),11354356,780596
The Town That Banned Christmas (2006),0496411,58785
Shrek in the Swamp Karaoke Dance Party (2001),0307461,26840
The Sauce of Love (2021),13842628,779006
Pelli Pandiri (1998),1579859,528954
Pelli Sandadi (1996),0249871,322265
Aadavari Matalaku Ardhalu Verule (2007),0907618,80826
Hello! (2017),6816070,494061
Oopiri (2016),5039054,369925
Dhh (2018),7613166,512898
PAW Patrol: The Movie (2021),11832046,675445
The Cat in the Hat Knows a Lot About Christmas! (2012),2383446,145152
Christmas in the Smokies (2015),4923846,366242
How I Taught Myself to Be a Child (2019),9806222,591350
Beware the Gorilla (2019),8610984,567651
A Christmas Snow (2010),1606191,124601
The Adventures of Pinocchio (1972),0068243,58451
The Boy and the Dragon (1962),0126616,410614
Around The Table (2021),14833900,827930
Disney Parks Frozen Christmas Celebration (2014),4310572,314622
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog (2021),14903892,843906
Food Luck! (2020),13181596,746554
Spin (2021),12969826,734858
Nightbooks (2021),10521144,739990
Mickey's 50 (1978),0206141,641612
Den solntsa i dozhdya (1968),0346915,565815
Victoria (2020),12765534,757561
Mr. Mouse Takes a Trip (1940),0032815,67132
Jacob Two Two Meets the Hooded Fang (1999),0163016,239087
In Gramps' Shoes (2013),3053102,326831
The Birthday Party (1977),0173764,525735
Pride (2004),0363908,17452
My Little Pony: A New Generation (2021),10101702,597316
Sweet Pecan Summer (2021),15202038,849283
Kai from the Box (1988),0213027,330276
Kickboxing Academy (1999),0119456,164713
Encanto (2021),2953050,568124
Where Time Began (1977),0075389,28481
The Addams Family 2 (2021),11125620,639721
Little 'Tinker (1948),0040541,84897
Deputy Droopy (1955),0047981,84749
"Barbie: Big City, Big Dreams (2021)",15053428,850818
Extinct (2021),8241000,664236
LEGO Star Wars Terrifying Tales (2021),15164924,857702
LEGO Star Wars: The Empire Strikes Out (2012),2402600,136406
LEGO Star Wars: The Padawan Menace (2011),2005268,70608
The Truth About Love Is... (2017),5802944,447916
Ron's Gone Wrong (2021),7504818,482321
The Skateboard Kid (1993),0108153,125059
Rollergator (1996),0207061,85866
Love in Translation (2021),13893970,784986
Three Brothers (2014),4050336,290919
Perfectly Natural (2018),8398466,607862
Blue's Big Musical Movie (2000),0193019,25242
Home Sweet Home Alone (2021),11012066,654974
Moonbound (2021),14534992,809717
"About Vitya, Masha, and Marines (1973)",0191375,72631
Even Mice Belong in Heaven (2021),3804810,588890
Happy Family 2 (2021),15096796,851112
C.I.Ape (2021),11465692,859719
Catch Your Mind (2008),1302553,19785
Rescue Dog (1947),0039762,148841
Muppets Haunted Mansion (2021),14602326,826914
The Wild Soccer Bunch 5 (2008),1058579,51610
Jingle & Bell's Christmas Star (2012),2306587,150209
Adventures of Krosh (1962),0055324,147004
Black Easter (2021),14277840,823837
Long Live the Queen (1995),0113598,85115
The Golden Bird (1987),0459109,466000
Taro the Dragon Boy (1979),0061069,47486
The B.R.A.T. Patrol (1986),0090680,29428
Blush (2021),14460998,818350
Under Wraps (2021),13464350,763873
A Picture Perfect Wedding (2021),13697800,779008
Project: Puppies for Christmas (2019),5314484,727057
200 Meters (2021),12246266,727012
Sabrina Goes to Rome (1998),0165456,33271
The Right Connections (1997),0123241,296717
The Railway Children (2000),0215111,31920
The Snow Goose (1971),0067767,120658
8-Bit Christmas (2021),11540284,802217
The Loud House Movie (2021),6714432,410113
Thomas & Friends: Day of the Diesels (2011),2050664,73829
Tigger & Pooh and a Musical Too (2009),1415904,236833
My Friends Tigger & Pooh: Hundred Acre Wood Haunt (2008),1288385,287120
My Friends Tigger & Pooh: Friendly Tails (2008),1204933,322202
Clifford the Big Red Dog (2021),2397461,585245
Downton Abbey: Christmas Special 2015 (2015),4419112,831360
Conrad: The Factory-Made Boy (1983),0084220,158538
Ziggy's Gift (1982),0304971,50742
A Christmas Tree Grows in Colorado (2020),12557978,737764
Christmas in the City (2013),3015110,245508
Dvanáct měsíčků (2012),2593084,241635
The Adventures of Young Indiana Jones: Love's Sweet Song (2000),1213568,222047
The Adventures of Young Indiana Jones: Spring Break Adventure (1999),0250198,222046
My Dad Is Scrooge (2014),4048732,306220
Angeliena (2021),15303262,880003
Hum Do Hamare Do (2021),11816092,798159
A Doggone Adventure (2018),6912990,515574
Dogtanian and the Three Muskehounds (2021),11777920,768726
Father Christmas Is Back (2021),13103340,762469
Tango Shalom (2021),2084952,637014
The Everlasting Story (2021),14974602,586380
Old Glory (1939),0031749,121163
Robin Robin (2021),11332850,649928
A Boy Called Christmas (2021),10187208,615666
The Three Kings (1987),0094136,86315
The Bridge (1978),2099744,589548
For the Love of Money (2021),14151720,870932
Ciao Alberto (2021),15476620,876716
A Castle for Christmas (2021),13070602,758879
Honey Girls (2021),11847606,873633
Sing 2 (2021),6467266,438695
Book Revue (1946),0038373,120490
The Night Before Christmas (1941),0033952,39894
Didi Quer Ser Criança (2004),0419684,255547
An Elf's Story (2011),2094761,79579
Christmas Thieves (2021),13557370,779003
A Rich Christmas (2021),12807538,872226
Richie Rich's Christmas Wish (1998),0155110,73961
Ratz (2000),0238550,97930
The Cats Bah (1954),0046838,147913
"Ora, Ora Be Goin' Alone (2020)",11657186,743099
Elf-Man (2012),2281215,143569
Mr. Birthday (2021),14036870,818769
The Dam Keeper (2014),3326262,254273
Mixtape (2021),1587420,32471
Snoopy Presents: For Auld Lang Syne (2021),15553258,881211
Casper's Scare School (2006),0884322,31170
The Famous Five and the Valley of Dinosaurs (2018),7158736,485371
Back to the Outback (2021),13575806,770254
Milyarder (1986),0263743,219998
Tú eres mi problema (2021),13804586,911071
12 Dog Days Till Christmas (2014),3579698,307115
Lovelorn Leghorn (1951),0043760,121169
Speedy Gonzales (1955),0048649,33444
Candy Coated Christmas (2021),15302344,866129
Christmas ...Again?! (2021),13465140,762879
The Santa Box (2020),12065192,773001
A Loud House Christmas (2021),11947282,674610
A Match Made at Christmas (2021),14577152,884622
Mamá o papá (2021),12443220,755437
Shaun the Sheep: The Flight Before Christmas (2021),15857304,785545
Shaun the Sheep: The Farmer's Llamas (2015),5174284,374252
Far From the Tree (2021),14927356,831827
Christmas Eve on Sesame Street (1978),0331217,306685
Heavysaurs: The Movie (2015),3806888,423239
The Case of the Elevator Duck (1974),4089638,508302
Operasjon Mørkemann (2018),7496972,513089
Rumble (2021),8337158,598331
David and the Elves (2021),15565714,882093
Katnip Kollege (1938),0030314,83807
Christmas Angel (2013),2228450,142322
EZ Money (2005),0443494,229027
Earth Minus Zero (1996),0142256,79861
Little Bigfoot 2: The Journey Home (1997),0119545,88773
Hilda and the Mountain King (2021),15777864,789708
Christmas Bells Are Ringing (2018),9202096,555281
The Leprechauns' Christmas Gold (1981),0223634,50933
Mariah's Christmas: The Magic Continues (2021),15829598,893702
Diary of a Wimpy Kid (2021),13834480,774741
